id,safra,y,VAR_6,VAR_20,VAR_19,VAR_25,VAR_44,VAR_12,VAR_9,VAR_69,VAR_77,VAR_57,VAR_33,VAR_59,VAR_53
9428,201410,0,301.0,12,0.0,0.0,0.0,,1000.0,,,32,0.0,,
9429,201403,0,2054.0,12,10.0,5.0,12.0,242.0,1000.0,429.57,113.64,68,9.0,180.97,4000.0
9430,201404,1,330.0,12,0.0,0.0,0.0,,3000.0,,,61,0.0,,3000.0
9431,201409,1,417.0,12,0.0,0.0,0.0,,1284.33,,,21,0.0,,
9432,201403,0,793.0,12,0.0,0.0,2.0,,1200.0,340.87,0.0,34,0.0,460.69,1200.0
9433,201407,0,1624.0,12,5.0,10.0,5.0,734.0,1304.38,320.82,0.0,37,0.0,0.0,2523.24
9434,201405,0,526.0,12,0.0,0.0,0.0,,1200.0,,,57,0.0,,1200.0
9435,201406,0,426.0,12,0.0,0.0,0.0,,1240.0,,,47,0.0,,1860.0
9436,201406,0,276.0,3,0.0,0.0,0.0,,300.0,,,50,0.0,,300.0
9437,201407,0,1237.0,8,0.0,4.0,12.0,263.0,500.0,413.79,137.84,34,0.0,214.84,1800.0
9438,201407,1,3337.0,12,36.0,11.0,11.0,814.0,1867.4,1028.96,328.68,41,7.0,764.08,1867.4
9439,201404,1,348.0,12,0.0,0.0,0.0,,800.0,,,47,0.0,,800.0
9440,201407,0,2619.0,12,15.0,0.0,10.0,200.0,2000.0,871.8,241.97,41,7.0,575.72,3100.0
9441,201410,0,988.0,6,0.0,0.0,4.0,,300.0,93.57,0.0,37,0.0,33.1,3350.0
9442,201404,1,392.0,12,0.0,0.0,0.0,,1200.0,,,49,0.0,,1200.0
9443,201407,1,215.0,12,0.0,0.0,0.0,,500.0,,,40,0.0,,500.0
9444,201407,0,1288.0,12,1.0,5.0,12.0,266.0,1000.0,748.69,0.0,61,1.0,383.02,1737.41
9445,201406,1,311.0,12,0.0,0.0,0.0,,1358.69,,,47,0.0,,1358.69
9446,201405,1,4870.0,8,25.0,0.0,0.0,,1000.0,,,50,13.0,0.0,2600.0
9447,201404,0,399.0,4,0.0,0.0,0.0,,300.0,,,49,0.0,,300.0
9448,201406,0,307.0,12,0.0,0.0,0.0,,1000.0,,,57,0.0,,1800.0
9449,201402,0,2246.0,12,22.0,11.0,12.0,1036.0,2000.0,634.27,82.45,57,4.0,724.35,7000.0
9450,201402,0,1452.0,12,0.0,8.0,9.0,488.0,800.0,423.95,36.09,60,0.0,301.88,2912.08
9451,201408,0,2673.0,12,36.0,8.0,9.0,125.0,1000.0,338.58,38.68,59,3.0,215.53,1000.0
9452,201407,0,2026.0,7,11.0,7.0,11.0,387.0,700.0,456.21,0.0,37,7.0,436.24,1153.95
9453,201401,0,336.0,12,0.0,0.0,0.0,,600.0,,,31,0.0,,600.0
9454,201411,1,395.0,12,0.0,0.0,0.0,,1429.1,,,47,0.0,,
9455,201402,0,1638.0,12,5.0,10.0,12.0,79.0,1000.0,,,40,2.0,46.8,2000.0
9456,201403,0,161.0,12,0.0,0.0,0.0,,870.26,,,47,0.0,,870.26
9457,201405,0,3029.0,12,43.0,10.0,11.0,751.0,3000.0,725.79,0.0,63,8.0,245.94,16444.54
9458,201407,0,500.0,12,0.0,0.0,0.0,,1000.0,,,55,0.0,0.0,1000.0
9459,201409,0,267.0,6,0.0,0.0,0.0,,400.0,,,60,0.0,,
9460,201407,0,402.0,4,0.0,0.0,0.0,,516.5,,,37,0.0,,516.5
9461,201404,0,711.0,12,0.0,0.0,0.0,,1000.0,,,50,0.0,383.61,1000.0
9462,201405,1,686.0,12,0.0,0.0,0.0,,1000.0,,,37,0.0,241.0,1000.0
9463,201408,0,598.0,12,0.0,0.0,0.0,,1750.19,,,38,0.0,0.0,1750.19
9464,201401,1,356.0,5,0.0,0.0,0.0,,300.0,,,33,0.0,,600.0
9465,201407,0,4608.0,12,46.0,4.0,12.0,386.0,1000.0,513.7,98.91,33,17.0,280.53,1000.0
9466,201408,1,969.0,12,0.0,0.0,8.0,,1495.16,550.21,91.39,43,0.0,293.25,1495.16
9467,201406,0,845.0,12,0.0,0.0,5.0,,1000.0,619.32,226.19,56,0.0,414.64,2600.0
9468,201408,1,618.0,12,0.0,0.0,0.0,,1025.64,,,19,0.0,60.0,1025.64
9469,201407,1,2548.0,12,14.0,3.0,2.0,,1000.0,279.2,95.27,53,19.0,324.94,1000.0
9470,201412,0,1840.0,12,12.0,11.0,8.0,484.0,1463.82,535.88,0.0,50,1.0,249.74,17689.79
9471,201402,0,788.0,12,0.0,0.0,2.0,,2000.0,523.12,185.63,43,0.0,401.16,5000.0
9472,201410,0,479.0,6,0.0,0.0,0.0,,500.0,,,45,0.0,,
9473,201411,0,1311.0,3,0.0,4.0,5.0,67.0,600.0,500.0,0.0,40,0.0,415.84,2953.36
9474,201404,0,1050.0,3,0.0,0.0,10.0,178.0,250.0,187.25,43.28,42,0.0,200.0,250.0
9475,201403,1,570.0,12,0.0,0.0,0.0,,2574.35,,,39,0.0,0.0,5189.72
9476,201405,0,938.0,12,0.0,0.0,6.0,,1000.0,104.35,0.0,41,0.0,,2000.0
9477,201408,0,1300.0,12,0.0,6.0,12.0,962.0,2677.04,1516.2,0.0,48,0.0,724.76,2677.04
9478,201411,1,226.0,5,0.0,0.0,0.0,,200.0,,,39,0.0,,
9479,201407,0,2850.0,12,4.0,0.0,1.0,,2000.0,,,32,2.0,,2000.0
9480,201409,0,469.0,12,0.0,0.0,0.0,,1500.0,,,49,0.0,,
9481,201405,0,214.0,12,0.0,0.0,0.0,,1000.0,,,66,0.0,,1000.0
9482,201408,0,1492.0,12,1.0,2.0,0.0,156.0,1000.0,,,69,1.0,,2500.0
9483,201410,0,150.0,12,0.0,0.0,0.0,,2015.06,,,39,0.0,,
9484,201401,0,869.0,10,0.0,0.0,2.0,,1000.0,69.99,0.0,40,0.0,,3373.58
9485,201407,0,239.0,9,0.0,0.0,0.0,,1000.0,,,55,0.0,,1000.0
9486,201403,0,296.0,8,0.0,0.0,0.0,,500.0,,,42,0.0,,500.0
9487,201409,0,3866.0,7,31.0,0.0,11.0,,500.0,253.82,0.0,37,10.0,180.0,
9488,201406,0,740.0,12,0.0,0.0,3.0,,1800.0,76.8,26.83,56,0.0,133.36,3800.0
9489,201407,0,1859.0,12,12.0,2.0,0.0,,2000.0,,,33,1.0,,2000.0
9490,201403,0,1414.0,12,0.0,8.0,12.0,995.0,1131.52,689.77,61.83,52,0.0,362.0,1131.52
9491,201406,0,117.0,4,0.0,0.0,0.0,,500.0,,,35,0.0,,1047.58
9492,201401,1,1069.0,12,0.0,0.0,12.0,203.0,900.0,326.76,102.85,52,0.0,194.0,1800.0
9493,201401,0,251.0,12,0.0,0.0,0.0,,980.0,,,55,0.0,,2660.0
9494,201408,1,961.0,8,0.0,0.0,8.0,,1140.0,538.72,167.44,57,0.0,238.1,1140.0
9495,201401,0,322.0,12,0.0,0.0,0.0,,1126.1,,,52,0.0,,1126.1
9496,201402,0,1529.0,12,1.0,7.0,4.0,108.0,2000.0,319.94,72.06,46,1.0,227.9,5200.0
9497,201403,0,391.0,12,0.0,0.0,0.0,,1500.0,,,45,0.0,,3400.0
9498,201407,1,409.0,12,0.0,0.0,0.0,,1390.0,,,49,0.0,,2094.32
9499,201407,0,226.0,3,0.0,0.0,0.0,,500.0,,,49,0.0,,500.0
9500,201404,1,447.0,12,0.0,0.0,0.0,,1500.0,,,39,0.0,,1500.0
9501,201405,0,494.0,12,0.0,0.0,0.0,,1000.0,,,47,0.0,,1000.0
9502,201408,0,3262.0,12,15.0,0.0,0.0,,1500.0,,,56,6.0,,1500.0
9503,201406,1,202.0,6,0.0,0.0,0.0,,1000.0,,,47,0.0,,1000.0
9504,201406,0,475.0,12,0.0,0.0,0.0,,1000.0,,,40,0.0,,1000.0
9505,201401,1,689.0,12,0.0,0.0,0.0,,1072.08,320.95,101.0,40,0.0,201.92,2144.16
9506,201402,0,937.0,12,0.0,0.0,8.0,,800.0,442.4,131.07,47,0.0,386.34,800.0
9507,201408,0,1193.0,10,0.0,3.0,11.0,409.0,600.0,1212.99,80.8,48,0.0,656.07,2650.0
9508,201403,1,4162.0,12,5.0,0.0,0.0,,2900.69,,,41,18.0,0.0,4900.69
9509,201410,0,2413.0,12,24.0,1.0,12.0,162.0,1000.0,715.69,174.86,32,1.0,233.87,
9510,201401,0,1416.0,12,1.0,5.0,4.0,319.0,1000.0,,,56,4.0,,2000.0
9511,201401,0,388.0,12,0.0,0.0,0.0,,700.0,,,62,0.0,,1400.0
9512,201405,1,937.0,12,0.0,0.0,7.0,,979.96,397.84,35.6,46,0.0,227.68,979.96
9513,201404,0,4826.0,12,96.0,12.0,11.0,2698.0,3000.0,2591.94,0.0,39,12.0,1003.12,5000.0
9514,201403,0,1444.0,12,0.0,11.0,12.0,842.0,1000.0,655.92,35.09,40,0.0,659.8,4000.0
9515,201401,1,1941.0,12,11.0,9.0,1.0,195.0,1000.0,196.07,70.1,33,3.0,150.2,2000.0
9516,201402,0,476.0,12,0.0,0.0,0.0,,1800.0,,,40,0.0,,4241.6
9517,201405,0,1779.0,3,5.0,3.0,3.0,192.0,414.17,,,47,6.0,,414.17
9518,201410,1,2490.0,12,24.0,11.0,12.0,1165.0,1000.0,395.89,0.0,48,10.0,,
9519,201412,1,385.0,12,0.0,0.0,0.0,,1840.29,,,23,0.0,,
9520,201409,0,1269.0,4,0.0,4.0,12.0,382.0,300.0,259.91,0.0,71,0.0,76.82,450.0
9521,201409,0,646.0,12,0.0,0.0,0.0,,1650.0,,,67,0.0,108.02,3000.0
9522,201411,0,5042.0,12,43.0,11.0,8.0,124.0,3000.0,125.93,0.0,46,23.0,86.66,
9523,201405,1,4868.0,12,99.0,11.0,12.0,588.0,1900.0,612.87,177.05,34,11.0,470.0,4344.58
9524,201410,0,4795.0,12,33.0,5.0,0.0,357.0,3000.0,,,46,2.0,,2500.0
9525,201404,0,867.0,12,0.0,0.0,4.0,,600.0,55.09,18.55,55,0.0,0.0,1200.0
9526,201403,0,1414.0,12,0.0,6.0,12.0,424.0,830.0,435.84,0.0,53,0.0,248.67,1660.0
9527,201412,0,669.0,6,0.0,0.0,0.0,,650.0,,,32,0.0,332.03,
9528,201407,1,448.0,12,0.0,0.0,0.0,,1500.0,,,40,0.0,,1500.0
9529,201402,0,1111.0,12,0.0,0.0,3.0,19.0,500.0,101.95,0.0,45,0.0,128.85,3750.0
9530,201409,1,774.0,7,0.0,0.0,2.0,,400.0,297.4,0.0,35,0.0,482.62,
9531,201404,0,737.0,10,0.0,0.0,1.0,,1400.0,571.06,183.2,46,0.0,690.03,3900.0
9532,201408,0,130.0,12,0.0,0.0,0.0,,1000.0,,,58,0.0,,1341.1
9533,201401,1,536.0,12,0.0,0.0,0.0,,1000.0,,,50,0.0,,2000.0
9534,201405,0,2833.0,12,33.0,12.0,12.0,1202.0,600.0,527.82,0.0,61,10.0,408.22,600.0
9535,201408,1,3288.0,12,9.0,0.0,3.0,,800.0,129.94,0.0,35,3.0,22.86,468.0
9536,201405,0,639.0,12,0.0,0.0,0.0,,2000.0,,,47,0.0,97.83,2000.0
9537,201410,0,760.0,12,0.0,0.0,2.0,,1280.0,546.25,141.34,67,0.0,556.87,2000.0
9538,201401,0,3104.0,12,11.0,0.0,6.0,,2000.0,267.28,0.0,51,1.0,117.05,4000.0
9539,201404,0,221.0,12,0.0,0.0,0.0,,400.0,,,19,0.0,,400.0
9540,201410,1,564.0,12,0.0,0.0,0.0,,881.0,,,40,0.0,,1200.0
9541,201406,0,3375.0,12,62.0,12.0,12.0,619.0,500.0,455.15,69.32,56,1.0,375.12,5300.0
9542,201406,1,3089.0,12,9.0,0.0,0.0,,2717.8,,,47,6.0,,3517.8
9543,201409,0,1988.0,12,19.0,12.0,12.0,696.0,2344.0,1474.96,419.34,62,1.0,775.99,5000.0
9544,201410,0,213.0,12,0.0,0.0,0.0,,900.0,,,39,0.0,,1200.0
9545,201403,1,390.0,12,0.0,0.0,0.0,,977.25,,,68,0.0,,977.25
9546,201405,0,567.0,12,0.0,0.0,0.0,,866.18,,,54,0.0,0.0,866.18
9547,201402,0,898.0,12,0.0,0.0,5.0,,1000.0,318.25,0.0,41,0.0,281.49,2000.0
9548,201410,1,839.0,12,0.0,0.0,4.0,,1400.0,305.73,0.0,40,0.0,152.5,1381.48
9549,201403,0,2093.0,12,11.0,8.0,0.0,,1000.0,,,33,8.0,,2000.0
9550,201410,0,1596.0,4,4.0,8.0,9.0,644.0,150.0,275.44,0.0,42,1.0,418.09,
9551,201404,0,1089.0,12,0.0,0.0,10.0,129.0,1200.0,1108.2,0.0,48,0.0,667.92,2134.04
9552,201403,0,3496.0,7,52.0,5.0,7.0,174.0,300.0,,,32,6.0,,1100.0
9553,201410,1,883.0,12,0.0,0.0,5.0,,800.0,154.77,0.0,41,0.0,104.0,
9554,201403,0,1041.0,12,0.0,0.0,10.0,,425.0,549.35,78.47,44,0.0,399.48,425.0
9555,201404,0,,12,,,,,1400.0,,,54,,,1400.0
9556,201408,0,3859.0,12,9.0,0.0,1.0,,2000.0,1082.44,369.65,50,8.0,699.37,2000.0
9557,201412,0,721.0,12,0.0,0.0,0.0,,650.0,101.98,0.0,54,0.0,360.34,430.0
9558,201407,0,1644.0,12,4.0,2.0,12.0,157.0,1000.0,168.36,46.4,42,2.0,43.55,2441.0
9559,201401,1,306.0,8,0.0,0.0,0.0,,1000.0,,,36,0.0,,2000.0
9560,201411,0,577.0,7,0.0,0.0,0.0,,500.0,,,52,0.0,0.0,
9561,201412,1,182.0,12,0.0,0.0,0.0,,2073.43,,,46,0.0,,
9562,201405,1,2664.0,12,5.0,0.0,0.0,,1000.0,,,50,4.0,,1000.0
9563,201410,0,3614.0,12,61.0,7.0,12.0,655.0,1500.0,1531.18,467.03,54,4.0,1024.28,4600.0
9564,201410,1,1405.0,12,0.0,2.0,7.0,223.0,1000.0,411.93,0.0,48,0.0,220.0,1000.0
9565,201401,1,243.0,8,0.0,0.0,0.0,,1300.0,,,49,0.0,,2600.0
9566,201403,0,2200.0,12,18.0,4.0,8.0,300.0,500.0,229.96,0.0,56,5.0,102.13,500.0
9567,201409,0,545.0,12,0.0,0.0,0.0,,650.0,,,62,0.0,0.0,401.37
9568,201408,1,1923.0,8,8.0,2.0,1.0,,350.0,,,50,6.0,20.49,350.0
9569,201411,0,530.0,3,0.0,0.0,0.0,,300.0,,,71,0.0,0.0,768.94
9570,201411,0,1401.0,5,0.0,6.0,12.0,537.0,300.0,644.6,154.68,62,0.0,440.01,
9571,201405,0,2329.0,12,18.0,7.0,9.0,336.0,1266.0,400.31,122.4,32,10.0,462.11,1266.0
9572,201408,0,3002.0,12,7.0,0.0,0.0,,500.0,,,51,4.0,,1000.0
9573,201409,0,548.0,12,0.0,0.0,0.0,,838.62,,,48,0.0,,2420.13
9574,201408,0,812.0,12,0.0,0.0,2.0,,1500.0,1040.97,0.0,43,0.0,1144.56,3000.0
9575,201411,0,256.0,12,0.0,0.0,0.0,,931.02,,,39,0.0,,177.47
9576,201408,0,2066.0,10,16.0,11.0,11.0,176.0,1000.0,336.1,46.81,67,3.0,262.45,8000.0
9577,201410,0,2473.0,10,26.0,11.0,12.0,267.0,1200.0,220.95,0.0,44,4.0,119.62,
9578,201411,0,3617.0,3,35.0,6.0,11.0,103.0,250.0,330.91,0.0,52,23.0,252.87,1800.0
9579,201405,1,1012.0,12,0.0,0.0,9.0,,1000.0,747.07,142.45,44,0.0,326.0,600.0
9580,201408,0,2211.0,12,10.0,5.0,9.0,338.0,2440.77,471.71,0.0,52,10.0,145.42,4840.77
9581,201408,0,779.0,3,0.0,0.0,2.0,,200.0,160.75,0.0,46,0.0,143.91,1632.0
9582,201405,1,621.0,12,0.0,0.0,2.0,,3000.0,,,35,0.0,41.89,3982.33
9583,201407,0,439.0,12,0.0,0.0,0.0,,1500.0,,,47,0.0,,1500.0
9584,201411,0,1537.0,4,2.0,6.0,11.0,163.0,300.0,214.18,44.22,44,1.0,153.88,
9585,201404,0,1155.0,12,0.0,1.0,12.0,480.0,2000.0,822.71,0.0,53,0.0,692.83,5200.0
9586,201411,0,998.0,3,0.0,0.0,9.0,,200.0,220.71,70.77,41,0.0,141.97,
9587,201410,0,2905.0,5,10.0,0.0,3.0,,500.0,399.86,0.0,48,1.0,337.16,
9588,201403,0,1265.0,3,0.0,5.0,11.0,215.0,400.0,369.86,0.0,47,0.0,236.94,1000.0
9589,201408,1,191.0,12,0.0,0.0,0.0,,500.0,,,49,0.0,,500.0
9590,201404,0,3070.0,8,23.0,0.0,7.0,,500.0,1344.98,265.41,53,18.0,387.09,500.0
9591,201403,0,352.0,12,0.0,0.0,1.0,,755.04,,,44,0.0,,755.04
9592,201404,0,2019.0,12,9.0,8.0,12.0,519.0,1500.0,734.7,213.37,49,6.0,429.13,3632.1
9593,201405,1,295.0,12,0.0,0.0,0.0,,721.89,,,40,0.0,,721.89
9594,201412,0,400.0,12,0.0,0.0,0.0,,1500.0,,,62,0.0,,
9595,201404,1,292.0,12,0.0,0.0,0.0,,1100.0,,,46,0.0,,1100.0
9596,201409,1,1361.0,12,0.0,6.0,12.0,432.0,1920.0,363.28,0.0,42,0.0,113.64,1405.29
9597,201402,1,1114.0,12,0.0,1.0,10.0,487.0,600.0,188.34,0.0,52,0.0,237.68,2400.0
9598,201401,0,2228.0,12,21.0,11.0,12.0,558.0,1500.0,763.63,0.0,48,3.0,332.71,3600.0
9599,201410,0,2693.0,4,19.0,4.0,10.0,142.0,1000.0,294.31,0.0,57,19.0,151.56,3800.0
9600,201411,0,2814.0,12,1.0,0.0,0.0,,1500.0,,,41,5.0,,
9601,201412,0,1026.0,6,0.0,0.0,3.0,,200.0,5.99,0.0,50,0.0,,799.85
9602,201406,0,933.0,12,0.0,0.0,9.0,,1000.0,520.14,142.0,50,0.0,586.89,2000.0
9603,201405,0,1366.0,12,0.0,6.0,12.0,574.0,1000.0,673.54,117.71,48,0.0,473.36,2400.0
9604,201411,1,395.0,12,0.0,0.0,0.0,,2515.61,,,41,0.0,,
9605,201409,1,831.0,12,0.0,0.0,4.0,,1500.0,353.52,0.0,55,0.0,166.36,
9606,201404,0,418.0,12,0.0,0.0,0.0,,900.0,,,39,0.0,,1358.23
9607,201409,0,467.0,12,0.0,0.0,0.0,,3000.0,,,66,0.0,,
9608,201403,0,812.0,12,0.0,0.0,2.0,,1500.0,25.5,0.0,46,0.0,177.36,1500.0
9609,201402,1,247.0,12,0.0,0.0,0.0,,1219.97,,,40,0.0,,2439.94
9610,201404,1,613.0,12,0.0,0.0,0.0,,3000.0,,,55,0.0,83.5,3000.0
9611,201410,0,3223.0,5,12.0,0.0,6.0,,600.0,666.4,209.5,45,4.0,576.39,3000.0
9612,201401,0,967.0,12,0.0,0.0,8.0,,1000.0,857.85,0.0,70,0.0,596.56,5460.08
9613,201407,0,783.0,12,0.0,0.0,1.0,,1000.0,269.91,0.0,48,0.0,334.64,1000.0
9614,201402,0,890.0,12,0.0,0.0,2.0,,1500.0,388.72,133.81,51,0.0,,4200.0
9615,201408,0,1391.0,12,0.0,3.0,8.0,85.0,1280.42,,,46,0.0,,1280.42
9616,201407,0,2504.0,12,15.0,0.0,0.0,,1000.0,,,37,6.0,,1000.0
9617,201408,1,455.0,12,0.0,0.0,0.0,,500.0,,,40,0.0,,1000.0
9618,201411,0,1073.0,3,0.0,0.0,10.0,,300.0,312.31,0.0,40,0.0,93.62,
9619,201407,0,1118.0,12,0.0,0.0,12.0,315.0,2000.0,406.77,0.0,55,0.0,81.13,8400.0
9620,201407,0,1048.0,5,0.0,0.0,10.0,,2000.0,466.05,0.0,45,0.0,564.03,2000.0
9621,201405,0,803.0,12,0.0,0.0,2.0,,918.33,105.94,0.0,57,0.0,55.9,1918.33
9622,201410,0,2019.0,12,8.0,6.0,12.0,453.0,3000.0,178.44,50.46,61,2.0,46.25,7900.0
9623,201410,0,2617.0,12,30.0,7.0,12.0,331.0,2200.0,530.85,0.0,36,8.0,234.1,3619.89
9624,201412,1,1111.0,10,0.0,0.0,12.0,257.0,700.0,,,38,0.0,231.59,
9625,201410,0,750.0,6,0.0,0.0,1.0,,300.0,131.54,0.0,48,0.0,274.17,500.0
9626,201406,0,2735.0,8,3.0,3.0,0.0,29.0,1300.0,,,51,4.0,,1300.0
9627,201401,1,402.0,12,0.0,0.0,0.0,,1000.0,,,49,0.0,,2000.0
9628,201408,0,1881.0,8,7.0,9.0,0.0,,200.0,,,55,10.0,0.0,200.0
9629,201408,0,763.0,12,0.0,0.0,1.0,,850.0,343.1,56.29,52,0.0,417.76,850.0
9630,201402,0,516.0,12,0.0,0.0,0.0,,1000.0,,,47,0.0,0.0,2700.0
9631,201407,0,1033.0,10,0.0,0.0,10.0,,700.0,492.03,0.0,43,0.0,155.29,1400.0
9632,201407,1,235.0,12,0.0,0.0,0.0,,1000.0,,,45,0.0,,1000.0
9633,201407,0,231.0,12,0.0,0.0,0.0,,1000.0,,,58,0.0,,1000.0
9634,201406,0,323.0,12,0.0,0.0,0.0,,2000.0,,,57,0.0,,3800.0
9635,201406,0,822.0,12,0.0,0.0,3.0,,1000.0,500.12,133.47,37,0.0,380.73,3000.0
9636,201411,0,272.0,12,0.0,0.0,0.0,,1000.0,,,40,0.0,,
9637,201404,1,880.0,12,0.0,0.0,4.0,,600.0,431.32,113.69,34,0.0,200.73,600.0
9638,201411,0,2839.0,12,25.0,4.0,12.0,199.0,1000.0,602.18,164.18,51,18.0,317.47,1500.0
9639,201406,1,564.0,12,0.0,0.0,0.0,,1988.31,,,37,0.0,0.0,2488.31
9640,201404,0,897.0,4,1.0,0.0,7.0,,150.0,179.96,0.0,48,3.0,63.75,150.0
9641,201411,0,321.0,4,0.0,0.0,0.0,,800.0,,,49,0.0,,
9642,201406,0,246.0,12,0.0,0.0,0.0,,1000.0,,,60,0.0,,1108.96
9643,201412,0,3182.0,12,49.0,12.0,12.0,1078.0,1500.0,1349.49,323.75,48,4.0,554.68,3500.0
9644,201406,0,408.0,10,0.0,0.0,0.0,,2500.0,,,51,0.0,,4500.0
9645,201406,0,1349.0,12,0.0,7.0,5.0,405.0,2506.83,117.94,0.0,48,0.0,127.69,3169.34
9646,201410,0,315.0,10,0.0,0.0,0.0,,1000.0,,,42,0.0,,800.0
9647,201408,0,617.0,12,0.0,0.0,0.0,,1000.0,,,56,0.0,207.25,1000.0
9648,201406,0,879.0,12,0.0,0.0,5.0,,1000.0,481.11,162.29,62,0.0,260.04,1000.0
9649,201411,1,220.0,12,0.0,0.0,0.0,,1788.83,,,41,0.0,,
9650,201411,1,618.0,12,0.0,0.0,0.0,,500.0,,,35,0.0,122.18,328.0
9651,201402,1,994.0,12,0.0,0.0,9.0,,1500.0,638.34,0.0,40,0.0,219.44,1141.64
9652,201406,0,510.0,3,0.0,0.0,0.0,,350.0,,,39,0.0,,473.95
9653,201411,0,1472.0,12,0.0,10.0,12.0,382.0,300.0,429.79,0.0,50,0.0,450.0,4100.0
9654,201402,0,2639.0,12,12.0,0.0,0.0,,1000.0,,,57,4.0,,3966.2
9655,201406,0,704.0,10,0.0,0.0,0.0,,500.0,,,67,0.0,112.9,500.0
9656,201410,0,1320.0,10,0.0,6.0,8.0,105.0,1000.0,824.08,299.08,51,0.0,267.63,
9657,201403,0,1176.0,12,0.0,2.0,11.0,259.0,1000.0,298.56,76.63,57,0.0,408.44,3400.0
9658,201401,0,625.0,8,0.0,0.0,0.0,,1000.0,,,49,0.0,89.32,2000.0
9659,201411,0,2148.0,12,8.0,8.0,12.0,203.0,1500.0,418.05,122.14,48,10.0,372.78,
9660,201401,0,2910.0,12,17.0,8.0,12.0,1323.0,2296.83,1230.55,0.0,52,13.0,765.03,4593.66
9661,201408,0,3678.0,12,14.0,0.0,4.0,,2500.0,266.4,0.0,56,23.0,267.44,7500.0
9662,201410,0,1691.0,4,5.0,8.0,12.0,281.0,500.0,376.8,0.0,56,3.0,515.04,3294.92
9663,201412,0,1746.0,12,6.0,0.0,2.0,,3000.0,91.94,0.0,71,1.0,93.42,7086.52
9664,201405,1,1196.0,12,0.0,2.0,9.0,147.0,1725.4,233.43,42.52,37,0.0,214.02,1725.4
9665,201404,1,2807.0,12,14.0,9.0,8.0,62.0,600.0,129.96,0.0,45,12.0,124.19,600.0
9666,201401,1,2901.0,12,8.0,3.0,3.0,,1000.0,181.95,0.0,42,35.0,136.33,3183.56
9667,201401,1,2172.0,12,19.0,7.0,8.0,,1000.0,1334.13,351.52,53,5.0,611.54,1000.0
9668,201409,0,1544.0,12,2.0,10.0,12.0,459.0,1100.0,528.57,103.74,37,1.0,499.7,8281.3
9669,201412,0,379.0,12,0.0,0.0,0.0,,2000.0,,,38,0.0,,
9670,201404,1,482.0,12,0.0,0.0,0.0,,470.0,,,20,0.0,,470.0
9671,201407,0,115.0,12,0.0,0.0,0.0,,1000.0,,,50,0.0,,1000.0
9672,201403,0,737.0,12,0.0,0.0,3.0,,1200.0,266.75,58.01,68,0.0,287.24,2200.0
9673,201411,1,1051.0,12,0.0,0.0,11.0,,1600.0,1051.21,70.11,58,0.0,308.24,1573.93
9674,201411,0,2974.0,10,46.0,10.0,12.0,332.0,1300.0,634.76,0.0,72,3.0,410.72,4696.53
9675,201401,0,3569.0,12,58.0,8.0,5.0,189.0,1500.0,204.4,76.46,38,8.0,88.8,3000.0
9676,201405,0,1469.0,12,0.0,10.0,2.0,301.0,672.57,,,38,0.0,,4383.64
9677,201411,0,1250.0,12,0.0,3.0,12.0,339.0,2300.0,313.09,0.0,46,0.0,33.0,
9678,201409,0,1041.0,12,0.0,0.0,11.0,267.0,1500.0,629.44,0.0,47,0.0,447.53,300.0
9679,201410,1,266.0,12,0.0,0.0,0.0,,1500.0,,,54,0.0,,589.43
9680,201410,0,1328.0,10,0.0,3.0,11.0,398.0,2000.0,848.11,190.81,35,0.0,207.69,3300.0
9681,201408,1,774.0,12,0.0,0.0,1.0,,2500.0,394.1,0.0,43,0.0,509.41,
9682,201402,0,1380.0,12,0.0,7.0,0.0,450.0,1100.0,,,55,0.0,,4193.78
9683,201408,0,1276.0,10,0.0,5.0,11.0,447.0,1000.0,654.58,0.0,52,0.0,674.69,2000.0
9684,201402,0,393.0,4,0.0,0.0,0.0,,500.0,,,73,0.0,,1400.0
9685,201408,0,983.0,12,0.0,0.0,8.0,,1000.0,360.5,106.79,72,0.0,62.89,
9686,201403,0,4791.0,5,14.0,0.0,0.0,,400.0,,,50,1.0,88.4,400.0
9687,201402,0,1162.0,10,0.0,1.0,12.0,164.0,1000.0,289.49,0.0,48,0.0,337.57,2047.94
9688,201405,0,3110.0,12,40.0,5.0,11.0,739.0,877.6,478.56,106.65,54,13.0,,2317.6
9689,201402,0,4570.0,12,11.0,1.0,9.0,260.0,2000.0,145.95,0.0,63,30.0,,8400.0
9690,201402,1,845.0,12,0.0,0.0,4.0,,600.0,299.66,43.74,61,0.0,305.69,2100.0
9691,201407,0,4930.0,12,81.0,11.0,12.0,491.0,2500.0,1165.31,31.67,45,19.0,428.99,2500.0
9692,201405,0,2497.0,10,1.0,0.0,9.0,,1500.0,863.18,86.24,31,5.0,288.97,2619.98
9693,201404,1,1193.0,12,0.0,2.0,12.0,132.0,600.0,357.98,66.06,52,0.0,296.47,600.0
9694,201404,0,1079.0,12,0.0,0.0,12.0,191.0,2058.93,307.82,0.0,35,0.0,87.39,2058.93
9695,201410,0,595.0,12,0.0,0.0,0.0,,600.0,,,51,0.0,115.71,
9696,201409,0,84.0,12,0.0,0.0,0.0,,1200.0,,,68,0.0,,1000.0
9697,201406,0,920.0,5,0.0,0.0,6.0,,300.0,229.98,0.0,38,0.0,411.3,300.0
